n,tau,d,semilla,auc_cv,auc_resub,C,l1_ratio,n_coef_no_cero,tasa
41,1.0,0.0,20260811,0.27692307692307694,0.5,0.01,0.5,0,0.6341463414634146
41,1.0,0.0,20260811,0.1738095238095238,0.5,0.01,0.5,0,0.5121951219512195
41,1.0,0.0,20260811,0.33241758241758246,0.6318681318681318,0.01,0.0,9,0.6829268292682927
41,1.0,0.0,20260811,0.3325,0.78,1.0,1.0,5,0.6097560975609756
41,1.0,0.0,20260811,0.28,0.645,0.1,0.5,1,0.6097560975609756
41,1.0,0.0,20260811,0.33516483516483514,0.8296703296703297,1.0,0.0,9,0.6829268292682927
41,1.0,0.0,20260811,0.4607843137254902,0.5,0.01,0.5,0,0.5853658536585366
41,1.0,0.0,20260811,0.509090909090909,0.8363636363636364,1.0,1.0,4,0.7317073170731707
41,1.0,0.0,20260811,0.6565934065934066,0.9093406593406593,1.0,0.5,7,0.6829268292682927
41,1.0,0.0,20260811,0.4880952380952381,0.7464285714285714,0.1,0.5,1,0.5121951219512195
41,1.0,0.0,20260811,0.5373563218390804,0.7672413793103449,0.01,0.0,9,0.7073170731707317
41,1.0,0.0,20260811,0.38571428571428573,0.5,0.01,0.5,0,0.4878048780487805
41,1.0,0.0,20260811,0.2857142857142857,0.5,0.01,0.5,0,0.6829268292682927
41,1.0,0.0,20260811,0.22307692307692306,0.5,0.01,0.5,0,0.6341463414634146
41,1.0,0.0,20260811,0.3425,0.7,0.01,0.0,9,0.6097560975609756
41,1.0,0.0,20260811,0.6675,0.8675,1.0,0.0,9,0.6097560975609756
41,1.0,0.0,20260811,0.18872549019607843,0.7818627450980392,1.0,0.5,9,0.5853658536585366
41,1.0,0.0,20260811,0.17435897435897432,0.7205128205128205,0.1,0.0,9,0.6341463414634146
41,1.0,0.0,20260811,0.3793103448275862,0.6695402298850575,0.01,0.0,9,0.7073170731707317
41,1.0,0.0,20260811,0.4975,0.7725,0.1,0.0,9,0.6097560975609756
41,1.0,0.0,20260811,0.3421052631578948,0.6555023923444976,0.01,0.0,9,0.5365853658536586
41,1.0,0.0,20260811,0.40804597701149425,0.5,0.01,0.5,0,0.7073170731707317
41,1.0,0.0,20260811,0.5800000000000001,0.8475,0.1,0.0,9,0.6097560975609756
41,1.0,0.0,20260811,0.49523809523809526,0.769047619047619,1.0,0.0,9,0.5121951219512195
41,1.0,0.0,20260811,0.5738095238095239,0.8071428571428572,1.0,1.0,4,0.4878048780487805
41,1.0,0.0,20260811,0.3725490196078432,0.5,0.01,0.5,0,0.5853658536585366
41,1.0,0.0,20260811,0.3049450549450549,0.6401098901098901,0.01,0.0,9,0.6829268292682927
41,1.0,0.0,20260811,0.2647058823529412,0.5,0.01,0.5,0,0.5853658536585366
41,1.0,0.0,20260811,0.6208791208791209,0.7980769230769231,0.1,0.5,1,0.6829268292682927
41,1.0,0.0,20260811,0.37692307692307697,0.7384615384615385,1.0,1.0,4,0.6341463414634146
41,1.0,0.0,20260811,0.48351648351648346,0.7582417582417582,1.0,0.5,7,0.6829268292682927
41,1.0,0.0,20260811,0.6200980392156863,0.7941176470588235,0.1,0.5,2,0.5853658536585366
41,1.0,0.0,20260811,0.15714285714285714,0.7166666666666667,1.0,0.0,9,0.4878048780487805
41,1.0,0.0,20260811,0.30606060606060603,0.8303030303030303,1.0,1.0,6,0.7317073170731707
41,1.0,0.0,20260811,0.47435897435897434,0.7205128205128205,0.01,0.0,9,0.6341463414634146
41,1.0,0.0,20260811,0.2385057471264368,0.7471264367816092,1.0,0.0,9,0.7073170731707317
41,1.0,0.0,20260811,0.6028708133971292,0.7188995215311005,0.1,0.5,1,0.5365853658536586
41,1.0,0.0,20260811,0.41758241758241754,0.5,0.01,0.5,0,0.6829268292682927
41,1.0,0.0,20260811,0.6613756613756614,0.8518518518518519,1.0,0.5,7,0.6585365853658537
41,1.0,0.0,20260811,0.20476190476190478,0.6238095238095238,0.01,0.0,9,0.4878048780487805
41,1.0,0.0,20260811,0.3421052631578948,0.7416267942583732,0.1,0.0,9,0.5365853658536586
41,1.0,0.0,20260811,0.37362637362637363,0.5,0.01,0.5,0,0.6829268292682927
41,1.0,0.0,20260811,0.3873626373626373,0.75,0.1,0.5,1,0.6829268292682927
41,1.0,0.0,20260811,0.3128205128205128,0.5,0.01,0.5,0,0.6341463414634146
41,1.0,0.0,20260811,0.569377990430622,0.7703349282296651,0.1,0.5,2,0.5365853658536586
41,1.0,0.0,20260811,0.5138888888888888,0.7777777777777779,1.0,1.0,4,0.7804878048780488
41,1.0,0.0,20260811,0.37912087912087916,0.6126373626373627,0.01,0.0,9,0.6829268292682927
41,1.0,0.0,20260811,0.3095238095238095,0.6455026455026456,0.01,0.0,9,0.6585365853658537
41,1.0,0.0,20260811,0.4148351648351648,0.5,0.01,0.5,0,0.6829268292682927
41,1.0,0.0,20260811,0.43236714975845414,0.7850241545893719,1.0,0.5,8,0.5609756097560976
41,1.0,0.0,20260811,0.39712918660287083,0.5,0.01,0.5,0,0.5365853658536586
41,1.0,0.0,20260811,0.3975,0.7125,0.01,0.0,9,0.6097560975609756
41,1.0,0.0,20260811,0.17575757575757575,0.5,0.01,0.5,0,0.7317073170731707
41,1.0,0.0,20260811,0.3983516483516483,0.5,0.01,0.5,0,0.6829268292682927
41,1.0,0.0,20260811,0.609090909090909,0.806060606060606,1.0,1.0,5,0.7317073170731707
41,1.0,0.0,20260811,0.31034482758620685,0.6609195402298851,0.01,0.0,9,0.7073170731707317
41,1.0,0.0,20260811,0.26666666666666666,0.7461538461538462,1.0,0.0,9,0.6341463414634146
41,1.0,0.0,20260811,0.2794871794871795,0.7666666666666667,1.0,0.0,9,0.6341463414634146
41,1.0,0.0,20260811,0.6475000000000001,0.8400000000000001,0.1,0.0,9,0.6097560975609756
41,1.0,0.0,20260811,0.3076923076923077,0.6384615384615385,0.01,0.0,9,0.6341463414634146
41,1.0,0.0,20260811,0.4735449735449736,0.5,0.01,0.5,0,0.6585365853658537
41,1.0,0.0,20260811,0.4758454106280193,0.5,0.01,0.5,0,0.5609756097560976
41,1.0,0.0,20260811,0.6111111111111112,0.7330917874396136,0.1,0.5,1,0.5609756097560976
41,1.0,0.0,20260811,0.25,0.7672413793103448,1.0,1.0,5,0.7073170731707317
41,1.0,0.0,20260811,0.2802197802197802,0.5,0.01,0.5,0,0.6829268292682927
41,1.0,0.0,20260811,0.37637362637362637,0.6730769230769231,0.01,0.0,9,0.6829268292682927
41,1.0,0.0,20260811,0.28160919540229884,0.5,0.01,0.5,0,0.7073170731707317
41,1.0,0.0,20260811,0.328042328042328,0.5,0.01,0.5,0,0.6585365853658537
41,1.0,0.0,20260811,0.5225,0.5,0.01,0.5,0,0.6097560975609756
41,1.0,0.0,20260811,0.24175824175824168,0.5,0.01,0.5,0,0.6829268292682927
41,1.0,0.0,20260811,0.24074074074074073,0.6481481481481481,0.01,0.0,9,0.6585365853658537
41,1.0,0.0,20260811,0.6333333333333333,0.8393939393939395,1.0,0.0,9,0.7317073170731707
41,1.0,0.0,20260811,0.5282051282051282,0.8384615384615385,1.0,0.0,9,0.6341463414634146
41,1.0,0.0,20260811,0.6181818181818182,0.8636363636363636,1.0,0.0,9,0.7317073170731707
41,1.0,0.0,20260811,0.32967032967032966,0.6868131868131868,1.0,1.0,3,0.6829268292682927
41,1.0,0.0,20260811,0.33597883597883593,0.6587301587301587,0.01,0.0,9,0.6585365853658537
41,1.0,0.0,20260811,0.495,0.6625,0.01,0.0,9,0.6097560975609756
41,1.0,0.0,20260811,0.7307692307692308,0.8873626373626373,1.0,0.5,6,0.6829268292682927
41,1.0,0.0,20260811,0.2153846153846154,0.6641025641025642,0.01,0.0,9,0.6341463414634146
